current_binomial;current_name;source_current_name;current_authority;sp6;sp4;wcvp_matched_authors;wcvp_matched_name;wcvp_matched_plant_name_id;wcvp_matched_ipni_id;wcvp_matched_status;wcvp_match_similarity;wcvp_accepted_name;wcvp_accepted_binomial;wcvp_accepted_family;wcvp_accepted_authority;wcvp_accepted_plant_name_id;wcvp_accepted_powo_id;wcvp_accepted_ipni_id;wcvp_accepted_lifeform;garwood_name;garwood_synonyms;garwood_lifeform;zotz_name;census_plot;BCI;garwood_BCNM;liana_name;woody_forestgeo;forestgeo_habit;source_list;wcvp_matched_name_gbif_id;wcvp_matched_name_gbif_scientificName;wcvp_matched_name_gbif_matchtype;wcvp_matched_name_gbif_status;wcvp_matched_name_gbif_acceptedScientificName;wcvp_accepted_name_gbif_id;wcvp_accepted_name_gbif_scientificName;wcvp_accepted_name_gbif_matchtype;wcvp_accepted_name_gbif_status;wcvp_accepted_name_gbif_acceptedScientificName
Serjania paucidentata;Serjania paucidentata;ForestGeo;DC.;serjpa;SER3;DC.;Serjania paucidentata;2582590;234951-2;Accepted;1;Serjania paucidentata;Serjania paucidentata;Sapindaceae;DC.;2582590;234951-2;234951-2;climbing shrub or liana;Serjania paucidentata;;L;;;VRAI;FAUX;Serjania paucidentata;VRAI;Climbing;Garwood2009;8005307;Serjania paucidentata DC.;EXACT;ACCEPTED;;8005307;Serjania paucidentata DC.;EXACT;ACCEPTED;
Serjania pluvialiflorens;Serjania pluvialiflorens;ForestGeo;Croat;serjpl;SER4;Croat;Serjania pluvialiflorens;2582552;234957-2;Accepted;1;Serjania pluvialiflorens;Serjania pluvialiflorens;Sapindaceae;Croat;2582552;234957-2;234957-2;;Serjania pluvialiflorens;;L;;;VRAI;FAUX;Serjania membranacea;VRAI;Climbing;Garwood2009;5576976;Serjania pluvialiflorens Croat;EXACT;SYNONYM;Serjania membranacea Splitg.;5576976;Serjania pluvialiflorens Croat;EXACT;SYNONYM;Serjania membranacea Splitg.
Serjania pyramidata;Serjania pyramidata;ForestGeo;Radlk.;serjpy;;Radlk.;Serjania pyramidata;2582819;785139-1;Accepted;1;Serjania pyramidata;Serjania pyramidata;Sapindaceae;Radlk.;2582819;785139-1;785139-1;liana;Serjania pyramidata;"Serjania decapleuria Croat (Croat 1978; Correa et al. 2004)";L;;;VRAI;FAUX;Serjania pyramidata;VRAI;Climbing;Garwood2009;5576920;Serjania pyramidata Radlk.;EXACT;ACCEPTED;;5576920;Serjania pyramidata Radlk.;EXACT;ACCEPTED;
Serjania rhombea;Serjania rhombea;ForestGeo;Radlk.;serjrh;SERR;Radlk.;Serjania rhombea;2582814;785147-1;Accepted;1;Serjania rhombea;Serjania rhombea;Sapindaceae;Radlk.;2582814;785147-1;785147-1;liana;Serjania rhombea;;L;;;VRAI;FAUX;Serjania rhombea;VRAI;Climbing;Garwood2009;5576868;Serjania rhombea Radlk.;EXACT;ACCEPTED;;5576868;Serjania rhombea Radlk.;EXACT;ACCEPTED;
Serjania trachygona;Serjania trachygona;ForestGeo;Radlk.;serjtr;SERT;Radlk.;Serjania trachygona;2582017;234995-2;Accepted;1;Serjania trachygona;Serjania trachygona;Sapindaceae;Radlk.;2582017;234995-2;234995-2;liana;Serjania trachygona;;L;;;VRAI;FAUX;Serjania trachygona;VRAI;Climbing;Garwood2009;5576677;Serjania trachygona Radlk.;EXACT;ACCEPTED;;5576677;Serjania trachygona Radlk.;EXACT;ACCEPTED;
Serpocaulon maritimum;Serpocaulon maritimum;Zotz;(Hieron.) A.R.Sm.;;;(Hieron.) A.R.Sm.;Serpocaulon maritimum;3154731;77075108-1;Accepted;1;Serpocaulon maritimum;Serpocaulon maritimum;Polypodiaceae;(Hieron.) A.R.Sm.;3154731;77075108-1;77075108-1;epiphyte;Serpocaulon maritimum;"Polypodium maritimum Hieron. (Croat 1978; Correa et al. 2004)";Ew;Serpocaulon maritimum;;VRAI;FAUX;;FAUX;;Zotz;4023916;Serpocaulon maritimum (Hieron.) A.R.Sm.;EXACT;ACCEPTED;;4023916;Serpocaulon maritimum (Hieron.) A.R.Sm.;EXACT;ACCEPTED;
Serpocaulon triseriale;Serpocaulon triseriale;Zotz;(Sw.) A.R.Sm.;;;(Sw.) A.R.Sm.;Serpocaulon triseriale;3154747;77075127-1;Accepted;1;Serpocaulon triseriale;Serpocaulon triseriale;Polypodiaceae;(Sw.) A.R.Sm.;3154747;77075127-1;77075127-1;epiphyte;Serpocaulon triseriale;"Polypodium triseriale Sw. (Croat 1978; Correa et al. 2004)";E;Serpocaulon triseriale;;VRAI;FAUX;;FAUX;;Zotz;4023792;Serpocaulon triseriale (Sw.) A.R.Sm.;EXACT;ACCEPTED;;4023792;Serpocaulon triseriale (Sw.) A.R.Sm.;EXACT;ACCEPTED;
Serpocaulon wagneri;Serpocaulon wagneri;Zotz;(Mett.) A.R.Sm.;;;(Mett.) A.R.Sm.;Serpocaulon wagneri;3154749;77075129-1;Accepted;1;Serpocaulon wagneri;Serpocaulon wagneri;Polypodiaceae;(Mett.) A.R.Sm.;3154749;77075129-1;77075129-1;epiphyte;Serpocaulon wagneri;"Polypodium costaricense H.Christ (Croat 1978); Polypodium wagneri Mett. (Correa et al. 2004)";E;Serpocaulon wagneri;;VRAI;FAUX;;FAUX;;Zotz;4023771;Serpocaulon wagneri (Mett.) A.R.Sm.;EXACT;ACCEPTED;;4023771;Serpocaulon wagneri (Mett.) A.R.Sm.;EXACT;ACCEPTED;
Setaria palmifolia;Setaria palmifolia;Garwood2009;(J. König) Stapf;;;(J.Koenig) Stapf;Setaria palmifolia;442588;421711-1;Accepted;1;Setaria palmifolia;Setaria palmifolia;Poaceae;(J.Koenig) Stapf;442588;421711-1;421711-1;perennial;Setaria palmifolia;"Setaria paniculifera (Steud.) E.Fourn. ex Hemsl. (Croat 1978; Correa et al. 2004)";Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;2702958;Setaria palmifolia (J.Koenig) Stapf;EXACT;ACCEPTED;;2702958;Setaria palmifolia (J.Koenig) Stapf;EXACT;ACCEPTED;
Setaria parviflora;Setaria parviflora;Garwood2009;(Poir.) Kerguélen;;;(Poir.) Kerguélen;Setaria parviflora;442600;943811-1;Accepted;1;Setaria parviflora;Setaria parviflora;Poaceae;(Poir.) Kerguélen;442600;943811-1;943811-1;annual or perennial;Setaria parviflora;Setaria geniculata P.Beauv.;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5289679;Setaria parviflora (Poir.) Kerguélen;EXACT;ACCEPTED;;5289679;Setaria parviflora (Poir.) Kerguélen;EXACT;ACCEPTED;
Setaria vulpiseta;Setaria vulpiseta;Garwood2009;(Lam.) Roem. & Schult.;;;(Lam.) Roem. & Schult.;Setaria vulpiseta;442830;1182687-2;Accepted;1;Setaria vulpiseta;Setaria vulpiseta;Poaceae;(Lam.) Roem. & Schult.;442830;1182687-2;1182687-2;perennial;Setaria vulpiseta;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5289673;Setaria vulpiseta (Lam.) Roem. & Schult.;EXACT;ACCEPTED;;5289673;Setaria vulpiseta (Lam.) Roem. & Schult.;EXACT;ACCEPTED;
Sicydium schiedeanum;Sicydium schiedeanum;ForestGeo;Schltdl.;sicyco;SICC;Schltdl.;Sicydium schiedeanum;2489713;293913-1;Accepted;1;Sicydium schiedeanum;Sicydium schiedeanum;Cucurbitaceae;Schltdl.;2489713;293913-1;293913-1;climber;Sicydium schiedeanum;"Sicydium coriaceum Cogn. (Croat 1978; Correa et al. 2004)";V;;;VRAI;FAUX;Sicydium schiedeanum;VRAI;Climbing;Garwood2009;5537212;Sicydium schiedeanum Schltdl.;EXACT;ACCEPTED;;5537212;Sicydium schiedeanum Schltdl.;EXACT;ACCEPTED;
Sida hirsutissima;Sida hirsutissima;Garwood2009;Mill.;;;Mill.;Sida hirsutissima;2595915;329550-2;Accepted;1;Sida hirsutissima;Sida hirsutissima;Malvaceae;Mill.;2595915;329550-2;329550-2;subshrub;Sida hirsutissima;Sida acuta Burm.f. sensu Croat (1978), Correa et al. (2004);Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;7692420;Sida hirsutissima Mill.;EXACT;ACCEPTED;;7692420;Sida hirsutissima Mill.;EXACT;ACCEPTED;
Sida rhombifolia;Sida rhombifolia;Garwood2009;L.;;;L.;Sida rhombifolia;2601837;235798-2;Accepted;1;Sida rhombifolia;Sida rhombifolia;Malvaceae;L.;2601837;235798-2;235798-2;perennial or subshrub;Sida rhombifolia;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;5406735;Sida rhombifolia L.;EXACT;ACCEPTED;;5406735;Sida rhombifolia L.;EXACT;ACCEPTED;
Sievekingia suavis;Sievekingia suavis;Zotz;Rchb.f.;;;Rchb.f.;Sievekingia suavis;192215;657776-1;Accepted;1;Sievekingia suavis;Sievekingia suavis;Orchidaceae;Rchb.f.;192215;657776-1;657776-1;pseudobulbous epiphyte;Sievekingia suavis;;E;Sievekingia suavis;;VRAI;FAUX;;FAUX;;Zotz;2806919;Sievekingia suavis Rchb.f.;EXACT;ACCEPTED;;2806919;Sievekingia suavis Rchb.f.;EXACT;ACCEPTED;
Simarouba amara;Simarouba amara;ForestGeo;Aubl.;simaam;SIMA;Aubl.;Simarouba amara;2580434;814124-1;Accepted;1;Simarouba amara;Simarouba amara;Simaroubaceae;Aubl.;2580434;814124-1;814124-1;tree;Simarouba amara var. amara;Simarouba amara var. typica Cronquist [nom. invalid.];T;;bci50ha, bci10ha, bci25ha, P14, P11, Zetek, AVA, Drayton, Pearson, P12, P18, gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7720664;Simarouba amara Aubl.;EXACT;ACCEPTED;;7720664;Simarouba amara Aubl.;EXACT;ACCEPTED;
Siparuna cristata;Siparuna cristata;ForestGeo;(Poepp. & Endl.) A. DC.;sipacr;SIPG;(Poepp. & Endl.) A.DC.;Siparuna cristata;2588490;582246-1;Accepted;1;Siparuna cristata;Siparuna cristata;Siparunaceae;(Poepp. & Endl.) A.DC.;2588490;582246-1;582246-1;shrub or tree;Siparuna cristata;Siparuna gentryana [sp. nov. ined.] sensu Foster (unpub.);M;;bci50ha;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7264504;Siparuna cristata (Poepp. & Endl.) A.DC.;EXACT;ACCEPTED;;7264504;Siparuna cristata (Poepp. & Endl.) A.DC.;EXACT;ACCEPTED;
Siparuna guianensis;Siparuna guianensis;ForestGeo;Aubl.;sipagu;;Aubl.;Siparuna guianensis;2601416;582285-1;Accepted;1;Siparuna guianensis;Siparuna guianensis;Siparunaceae;Aubl.;2601416;582285-1;582285-1;shrub or tree;Siparuna guianensis;;M;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;7264535;Siparuna guianensis Aubl.;EXACT;ACCEPTED;;7264535;Siparuna guianensis Aubl.;EXACT;ACCEPTED;
Siparuna pauciflora;Siparuna pauciflora;ForestGeo;(Beurl.) A. DC.;sipapa;SIPP;(Beurl.) A.DC.;Siparuna pauciflora;2602946;582342-1;Accepted;1;Siparuna pauciflora;Siparuna pauciflora;Siparunaceae;(Beurl.) A.DC.;2602946;582342-1;582342-1;shrub or tree;Siparuna pauciflora;;U;;bci50ha, bci10ha, P11, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3782356;Siparuna pauciflora (Beurl.) A.DC.;EXACT;ACCEPTED;;3782356;Siparuna pauciflora (Beurl.) A.DC.;EXACT;ACCEPTED;
Sloanea terniflora;Sloanea terniflora;ForestGeo;(Moc. & Sessé ex DC.) Standl.;sloate;SLOT;(Moc. & Sessé ex DC.) Standl.;Sloanea terniflora;2592471;324587-1;Accepted;1;Sloanea terniflora;Sloanea terniflora;Elaeocarpaceae;(Moc. & Sessé ex DC.) Standl.;2592471;324587-1;324587-1;tree;Sloanea terniflora;;T;;bci50ha, bci10ha, bci25ha, Zetek, AVA, Pearson, P10, P12, gigante1, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;5651141;Sloanea terniflora (Moc. & Sessé ex DC.) Standl.;EXACT;ACCEPTED;;5651141;Sloanea terniflora (Moc. & Sessé ex DC.) Standl.;EXACT;ACCEPTED;
Sloanea zuliaensis;Sloanea zuliaensis;ForestGeo;Pittier;sloazu;SLOZ;Pittier;Sloanea zuliaensis;2592395;237492-2;Accepted;1;Sloanea zuliaensis;Sloanea zuliaensis;Elaeocarpaceae;Pittier;2592395;237492-2;237492-2;tree;Sloanea zuliaensis;Sloanea zuliinsis, orth. var. (Croat 1978);M;;P11, P18, gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;5651096;Sloanea zuliaensis Pittier;EXACT;ACCEPTED;;5651096;Sloanea zuliaensis Pittier;EXACT;ACCEPTED;
Smilax domingensis;Smilax domingensis;ForestGeo;Willd.;smilla;SMID;Willd.;Smilax domingensis;288483;541406-1;Accepted;1;Smilax domingensis;Smilax domingensis;Smilacaceae;Willd.;288483;541406-1;541406-1;climber;Smilax domingensis;Smilax lanceolata L.  sensu Croat (1978);V;;;VRAI;FAUX;Smilax domingensis;VRAI;Climbing;Garwood2009;5295279;Smilax domingensis Willd.;EXACT;ACCEPTED;;5295279;Smilax domingensis Willd.;EXACT;ACCEPTED;
Smilax mollis;Smilax mollis;ForestGeo;Humb. & Bonpl. ex Willd.;smilmo;SMIM;Humb. & Bonpl. ex Willd.;Smilax mollis;289343;541647-1;Accepted;1;Smilax mollis;Smilax mollis;Smilacaceae;Humb. & Bonpl. ex Willd.;289343;541647-1;541647-1;climber;Smilax mollis;;V;;;VRAI;FAUX;;VRAI;Climbing;Garwood2009;5295233;Smilax mollis Humb. & Bonpl. ex Willd.;EXACT;ACCEPTED;;5295233;Smilax mollis Humb. & Bonpl. ex Willd.;EXACT;ACCEPTED;
Smilax purhampuy;Smilax purhampuy;ForestGeo;Ruiz;smilpu;;Ruiz;Smilax purhampuy;288875;541778-1;Accepted;1;Smilax purhampuy;Smilax purhampuy;Smilacaceae;Ruiz;288875;541778-1;541778-1;climber;Smilax panamensis;;V;;;VRAI;FAUX;Smilax panamensis;VRAI;Climbing;Garwood2009;5295631;Smilax purhampuy Ruiz;EXACT;ACCEPTED;;5295631;Smilax purhampuy Ruiz;EXACT;ACCEPTED;
Smilax spinosa;Smilax spinosa;ForestGeo;Mill.;smils1;SMI1;Mill.;Smilax spinosa;289079;541862-1;Accepted;1;Smilax spinosa;Smilax spinosa;Smilacaceae;Mill.;289079;541862-1;541862-1;climbing shrub;Smilax spinosa var. spinosa;;V;;;VRAI;FAUX;Smilax spinosa;VRAI;Climbing;Garwood2009;5295334;Smilax spinosa Mill.;EXACT;ACCEPTED;;5295334;Smilax spinosa Mill.;EXACT;ACCEPTED;
Smilax spissa;Smilax spissa;ForestGeo;Killip & C.V. Morton;smils2;SMI2;Killip & C.V.Morton;Smilax spissa;289081;238034-2;Accepted;1;Smilax spissa;Smilax spissa;Smilacaceae;Killip & C.V.Morton;289081;238034-2;238034-2;climber;Smilax spissa;;V;;;VRAI;FAUX;Smilax spissa;VRAI;Climbing;Garwood2009;5295259;Smilax spissa Killip & C.V.Morton;EXACT;ACCEPTED;;5295259;Smilax spissa Killip & C.V.Morton;EXACT;ACCEPTED;
Sobralia bletiae;Sobralia bletiae;Zotz;Rchb.f.;;;Rchb.f.;Sobralia bletiae;192619;657855-1;Accepted;1;Sobralia bletiae;Sobralia bletiae;Orchidaceae;Rchb.f.;192619;657855-1;657855-1;epiphyte;Sobralia bletiae;Sobralia suaveolens Rchb.f.;E;Sobralia bletiae;;VRAI;FAUX;;FAUX;;Zotz;2797412;Sobralia bletiae Rchb.f.;EXACT;ACCEPTED;;2797412;Sobralia bletiae Rchb.f.;EXACT;ACCEPTED;
Sobralia decora;Sobralia decora;Zotz;Bateman;;;Bateman;Sobralia decora;192643;657877-1;Accepted;1;Sobralia decora;Sobralia decora;Orchidaceae;Bateman;192643;657877-1;657877-1;perennial or epiphyte;Sobralia decora;"Sobralia panamensis Schltr. (Croat 1978); Sobralia fenzliana Rchb.f. (in Foster 1998, unpub)";E;Sobralia decora;;VRAI;FAUX;;FAUX;;Zotz;2797555;Sobralia decora Bateman;EXACT;ACCEPTED;;2797555;Sobralia decora Bateman;EXACT;ACCEPTED;
Sobralia fragans;Sobralia fragans;Zotz;Lindl.;;;Lindl.;Sobralia fragrans;192658;657888-1;Accepted;1;Sobralia fragrans;Sobralia fragrans;Orchidaceae;Lindl.;192658;657888-1;657888-1;epiphyte or lithophyte;Sobralia fragrans;;E;Sobralia fragans;;VRAI;FAUX;;FAUX;;Zotz;2797489;Sobralia fragrans Lindl.;EXACT;ACCEPTED;;2797489;Sobralia fragrans Lindl.;EXACT;ACCEPTED;
Sobralia macrophylla;Sobralia macrophylla;Garwood2009;Rchb.f.;;;Rchb.f.;Sobralia macrophylla;192693;657915-1;Accepted;1;Sobralia macrophylla;Sobralia macrophylla;Orchidaceae;Rchb.f.;192693;657915-1;657915-1;perennial or epiphyte;Sobralia macrophylla;Sobralia rolfeana Schltr.;E;;;VRAI;FAUX;;FAUX;;Garwood2009;2797465;Sobralia macrophylla Rchb.f.;EXACT;ACCEPTED;;2797465;Sobralia macrophylla Rchb.f.;EXACT;ACCEPTED;
Socratea exorrhiza;Socratea exorrhiza;ForestGeo;(Mart.) H. Wendl.;socrex;SOCE;(Mart.) H.Wendl.;Socratea exorrhiza;192767;1200702-2;Accepted;1;Socratea exorrhiza;Socratea exorrhiza;Arecaceae;(Mart.) H.Wendl.;192767;1200702-2;1200702-2;tree;Socratea exorrhiza;Socratea durissima (Oerst.) H.Wendl.;M;;bci50ha, bci25ha, P14, gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2732453;Socratea exorrhiza (Mart.) H.Wendl.;EXACT;ACCEPTED;;2732453;Socratea exorrhiza (Mart.) H.Wendl.;EXACT;ACCEPTED;
Solanum adhaerens;Solanum adhaerens;Garwood2009;Willd. ex Roem. & Schult.;;;Willd.;Solanum adhaerens;3035511;818148-1;Synonym;1;Solanum volubile;Solanum volubile;Solanaceae;Sw.;3032813;821520-1;821520-1;;Solanum adhaerens;"Solanum lanceifolium Jacq. sensu Croat (1978), for the most part; Solanum enoplocalyx Dunal";H;;;VRAI;FAUX;;FAUX;;Garwood2009;8023576;Solanum adhaerens Willd.;EXACT;SYNONYM;Solanum volubile Sw.;2929028;Solanum volubile Sw.;EXACT;ACCEPTED;
Solanum allophyllum;Solanum allophyllum;Garwood2009;(Miers) Standl.;;;(Miers) Standl.;Solanum allophyllum;3031452;238268-2;Accepted;1;Solanum allophyllum;Solanum allophyllum;Solanaceae;(Miers) Standl.;3031452;238268-2;238268-2;;Solanum allophyllum;Cyphomandra allophylla (Miers) Hemsl.;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2931303;Solanum allophyllum (Miers) Standl.;EXACT;ACCEPTED;;2931303;Solanum allophyllum (Miers) Standl.;EXACT;ACCEPTED;
Solanum arboreum;Solanum arboreum;ForestGeo;Dunal;solaar;SOL2;Humb. & Bonpl. ex Dunal;Solanum arboreum;3031502;818300-1;Accepted;1;Solanum arboreum;Solanum arboreum;Solanaceae;Humb. & Bonpl. ex Dunal;3031502;818300-1;818300-1;;Solanum arboreum;;S;;bci50ha;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2931033;Solanum arboreum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;;2931033;Solanum arboreum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;
Solanum asperum;Solanum asperum;ForestGeo;Rich.;solaas;SOL4;Rich.;Solanum asperum;3031520;818335-1;Accepted;1;Solanum asperum;Solanum asperum;Solanaceae;Rich.;3031520;818335-1;818335-1;;Solanum asperum;;S;;bci50ha, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2930051;Solanum asperum A.Rich.;EXACT;ACCEPTED;;2930051;Solanum asperum A.Rich.;EXACT;ACCEPTED;
Solanum aturense;Solanum aturense;ForestGeo;Dunal;solaat;;Humb. & Bonpl. ex Dunal;Solanum aturense;3031529;818361-1;Accepted;1;Solanum aturense;Solanum aturense;Solanaceae;Humb. & Bonpl. ex Dunal;3031529;818361-1;818361-1;;Solanum aturense;Solanum siparunoides Ewan;L;;;VRAI;FAUX;Solanum aturense;VRAI;Climbing;Garwood2009;2929121;Solanum aturense Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;;2929121;Solanum aturense Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;
Solanum hayesii;Solanum hayesii;ForestGeo;Fernald;solaha;SOLH;Fernald;Solanum hayesii;3031944;238943-2;Accepted;1;Solanum hayesii;Solanum hayesii;Solanaceae;Fernald;3031944;238943-2;238943-2;;Solanum hayesii;;M;;bci50ha, Zetek, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2932218;Solanum hayesii Fernald;EXACT;ACCEPTED;;2932218;Solanum hayesii Fernald;EXACT;ACCEPTED;
Solanum jamaicense;Solanum jamaicense;ForestGeo;Mill.;solaja;;Mill.;Solanum jamaicense;3032047;819638-1;Accepted;1;Solanum jamaicense;Solanum jamaicense;Solanaceae;Mill.;3032047;819638-1;819638-1;shrub;Solanum jamaicense;;Hw;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2931492;Solanum jamaicense Mill.;EXACT;ACCEPTED;;2931492;Solanum jamaicense Mill.;EXACT;ACCEPTED;
Solanum lanceifolium;Solanum lanceifolium;ForestGeo;Jacq.;solala;SOL5;Jacq.;Solanum lanceifolium;3032085;819733-1;Accepted;1;Solanum lanceifolium;Solanum lanceifolium;Solanaceae;Jacq.;3032085;819733-1;819733-1;subshrub or climbing shrub;Solanum lanceifolium;"Solanum lanceifolium Jacq. sensu Croat (1978), in small part; Solanum lanciifolium, orth. var. (Croat 1978)";L;;;VRAI;FAUX;Solanum lanceifolium;VRAI;Climbing;Garwood2009;2929009;Solanum lanceifolium Jacq.;EXACT;ACCEPTED;;2929009;Solanum lanceifolium Jacq.;EXACT;ACCEPTED;
Solanum lepidotum;Solanum lepidotum;ForestGeo;Dunal;solast;SOL3;Humb. & Bonpl. ex Dunal;Solanum lepidotum;3032104;819795-1;Accepted;1;Solanum lepidotum;Solanum lepidotum;Solanaceae;Humb. & Bonpl. ex Dunal;3032104;819795-1;819795-1;;Solanum lepidotum;"Solanum argenteum sensu Croat (1978), Correa et al. (2004); Solanum steyermarkii Carvalho, at least as to paratypes cited from BCI";S;;bci50ha;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2931223;Solanum lepidotum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;;2931223;Solanum lepidotum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;
Solanum nudum;Solanum nudum;ForestGeo;Dunal;solanu;SOL1;Humb. & Bonpl. ex Dunal;Solanum nudum;3032279;820269-1;Accepted;1;Solanum nudum;Solanum nudum;Solanaceae;Humb. & Bonpl. ex Dunal;3032279;820269-1;820269-1;shrub or tree;Solanum nudum;Solanum antillarum O.E. Schulz;S;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2931480;Solanum nudum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;;2931480;Solanum nudum Humb. & Bonpl. ex Dunal;EXACT;ACCEPTED;
Solanum rudepannum;Solanum rudepannum;ForestGeo;Dunal;solaru;SOLO;Dunal;Solanum rude-pannum;3033705;820821-1;Accepted;0.947;Solanum rude-pannum;Solanum rude-pannum;Solanaceae;Dunal;3033705;820821-1;820821-1;;Solanum rudepannum;Solanum ochraceo-ferrugineum (Dunal) Fernald;Sw;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3802204;Solanum rude-pannum Dunal;EXACT;ACCEPTED;;3802204;Solanum rude-pannum Dunal;EXACT;ACCEPTED;
Solanum rugosum;Solanum rugosum;ForestGeo;Dunal;solar1;;Dunal;Solanum rugosum;3032507;820831-1;Accepted;1;Solanum rugosum;Solanum rugosum;Solanaceae;Dunal;3032507;820831-1;820831-1;shrub or tree;Solanum rugosum;;S;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2929481;Solanum rugosum Dunal;EXACT;ACCEPTED;;2929481;Solanum rugosum Dunal;EXACT;ACCEPTED;
Solanum splendens;Solanum splendens;ForestGeo;(Dunal) Bohs;cyphha;CYPH;(Dunal) Bohs;Solanum splendens;3035565;77178345-1;Accepted;1;Solanum splendens;Solanum splendens;Solanaceae;(Dunal) Bohs;3035565;77178345-1;77178345-1;tree;Solanum circinatum;Cyphomandra hartwegii (Miers) Walp.;S;;bci50ha, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;9478958;Solanum splendens (Dunal) Bohs;EXACT;ACCEPTED;;9478958;Solanum splendens (Dunal) Bohs;EXACT;ACCEPTED;
Solanum subinerme;Solanum subinerme;ForestGeo;Jacq.;solasu;SOLS;Jacq.;Solanum subinerme;3032642;821146-1;Accepted;1;Solanum subinerme;Solanum subinerme;Solanaceae;Jacq.;3032642;821146-1;821146-1;;Solanum subinerme;;Sw;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2932599;Solanum subinerme Jacq.;EXACT;ACCEPTED;;2932599;Solanum subinerme Jacq.;EXACT;ACCEPTED;
Solanum umbellatum;Solanum umbellatum;ForestGeo;Mill.;solaum;;Mill.;Solanum umbellatum;3032753;821363-1;Accepted;1;Solanum umbellatum;Solanum umbellatum;Solanaceae;Mill.;3032753;821363-1;821363-1;shrub or tree;Solanum umbellatum;;Sw;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2929008;Solanum umbellatum Mill.;EXACT;ACCEPTED;;2929008;Solanum umbellatum Mill.;EXACT;ACCEPTED;
Solenostemon scutellarioides;Solenostemon scutellarioides;Garwood2009;(L.) Codd;;;(L.) Codd;Solenostemon scutellarioides;192891;459180-1;Synonym;1;Coleus scutellarioides;Coleus scutellarioides;Lamiaceae;(L.) Benth.;46100;446165-1;446165-1;subshrub;Solenostemon scutellarioides;Coleus blumei Benth.;H;;;VRAI;FAUX;;FAUX;;Garwood2009;3887871;Solenostemon scutellarioides (L.) Codd;EXACT;SYNONYM;Coleus scutellarioides (L.) Benth.;5341492;Coleus scutellarioides (L.) Benth.;EXACT;ACCEPTED;
Sorocea affinis;Sorocea affinis;ForestGeo;Hemsl.;soroaf;SORA;Hemsl.;Sorocea affinis;2602797;856562-1;Accepted;1;Sorocea affinis;Sorocea affinis;Moraceae;Hemsl.;2602797;856562-1;856562-1;shrub or tree;Sorocea affinis;;S;;bci50ha, P11, P10, P12, P13, P18, gigante1, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3763103;Sorocea affinis Hemsl.;EXACT;ACCEPTED;;3763103;Sorocea affinis Hemsl.;EXACT;ACCEPTED;
Souroubea sympetala;Souroubea sympetala;ForestGeo;Gilg;soursy;SOUS;Gilg;Souroubea sympetala;2601274;241005-2;Accepted;1;Souroubea sympetala;Souroubea sympetala;Marcgraviaceae;Gilg;2601274;241005-2;241005-2;climber;Souroubea sympetala;;L;Souroubea sympetala;;VRAI;FAUX;;VRAI;Climbing;Zotz;3916170;Souroubea sympetala Gilg;EXACT;ACCEPTED;;3916170;Souroubea sympetala Gilg;EXACT;ACCEPTED;
